autonomy,competence,relatedness,pleasure,interest,importance,situation_requires,anxiety_guilt_avoidance,another_wants,Date,User
44,44,45,20,20,34,3,16,3,2018-11-16T12:49:36Z,Moti_P11
42,42,42,14,9,28,2,42,3,2018-11-19T07:15:33Z,Moti_P11
38,33,44,40,41,11,40,28,39,2018-11-19T10:32:38Z,Moti_P11
45,45,45,14,37,37,14,9,9,2018-11-20T05:51:42Z,Moti_P11
46,49,37,39,42,38,17,30,6,2018-11-20T09:42:19Z,Moti_P11
46,46,47,42,44,44,8,12,10,2018-11-21T05:57:41Z,Moti_P11
30,39,46,39,43,44,3,0,6,2018-11-21T06:47:49Z,Moti_P11
37,10,44,7,41,41,5,10,5,2018-11-21T11:56:01Z,Moti_P11
44,49,44,27,36,31,0,0,5,2018-11-21T12:39:35Z,Moti_P11
44,46,44,43,40,42,12,20,17,2018-11-22T07:08:30Z,Moti_P11
45,44,45,39,43,36,11,6,0,2018-11-22T09:08:56Z,Moti_P11
27,20,45,20,22,20,15,21,21,2018-11-22T11:19:33Z,Moti_P11
49,48,48,41,42,39,0,0,0,2018-11-22T13:00:04Z,Moti_P11
41,41,44,42,41,29,0,0,0,2018-11-23T09:13:15Z,Moti_P11
46,46,47,28,40,40,0,8,0,2018-11-23T11:16:58Z,Moti_P11
47,42,47,49,48,47,0,15,0,2018-11-23T12:38:01Z,Moti_P11
26,25,47,33,44,32,33,26,9,2018-11-26T05:44:08Z,Moti_P11
25,45,48,26,20,24,0,23,29,2018-11-26T07:13:43Z,Moti_P11
47,48,48,40,39,37,18,20,0,2018-11-26T11:24:50Z,Moti_P11
46,48,46,40,44,43,31,27,0,2018-11-26T12:52:47Z,Moti_P11
39,47,39,39,40,41,0,0,0,2018-11-27T05:52:31Z,Moti_P11
47,48,43,38,43,34,13,11,0,2018-11-27T06:54:48Z,Moti_P11
48,47,48,41,42,40,11,12,0,2018-11-27T08:20:53Z,Moti_P11
47,49,42,42,44,35,11,0,1,2018-11-28T05:25:35Z,Moti_P11
35,48,48,44,45,44,0,0,8,2018-11-28T07:03:34Z,Moti_P11
0,40,49,8,9,8,0,13,28,2018-11-28T10:21:20Z,Moti_P11
47,49,49,41,44,40,5,8,0,2018-11-28T12:32:40Z,Moti_P11
49,48,43,43,48,48,35,33,4,2018-11-29T05:31:58Z,Moti_P11
48,38,49,43,41,42,24,35,0,2018-11-29T07:55:28Z,Moti_P11
38,40,48,25,35,36,14,24,26,2018-11-29T11:09:25Z,Moti_P11
48,48,47,15,43,49,9,6,6,2018-11-29T12:38:40Z,Moti_P11
47,49,43,31,34,30,0,0,0,2018-11-30T05:40:37Z,Moti_P11
48,47,48,41,45,42,40,16,0,2018-11-30T08:33:40Z,Moti_P11
48,44,48,41,42,42,12,19,0,2018-11-30T09:55:19Z,Moti_P11
48,49,48,37,36,37,8,9,1,2018-12-03T05:23:19Z,Moti_P11
39,47,49,25,31,27,7,10,36,2018-12-03T07:15:06Z,Moti_P11
8,41,48,41,44,44,10,0,0,2018-12-03T11:45:02Z,Moti_P11
47,48,48,43,45,42,8,32,0,2018-12-03T13:28:12Z,Moti_P11
49,49,39,32,27,36,24,12,0,2018-12-04T05:28:51Z,Moti_P11
41,43,45,40,45,48,21,9,0,2018-12-04T07:12:49Z,Moti_P11
38,40,49,24,30,40,38,42,11,2018-12-04T10:19:16Z,Moti_P11
43,49,48,44,44,48,23,6,10,2018-12-04T13:03:21Z,Moti_P11
48,47,44,44,45,45,10,15,5,2018-12-05T05:18:12Z,Moti_P11
12,41,41,35,43,44,39,33,0,2018-12-07T05:28:34Z,Moti_P11
48,48,41,34,40,41,30,21,0,2018-12-07T06:50:23Z,Moti_P11
49,46,43,39,38,40,18,18,8,2018-12-07T12:35:18Z,Moti_P11
32,36,41,41,43,40,37,26,9,2018-12-10T05:14:05Z,Moti_P11
25,46,48,10,13,11,0,9,25,2018-12-10T07:37:54Z,Moti_P11
41,46,49,37,39,39,8,0,0,2018-12-10T08:59:54Z,Moti_P11
44,44,45,49,49,48,9,0,0,2018-12-10T12:48:13Z,Moti_P11
47,46,44,40,42,36,7,19,0,2018-12-11T05:54:55Z,Moti_P11
41,41,49,49,48,48,28,28,0,2018-12-11T07:29:44Z,Moti_P11
49,48,44,49,47,48,49,48,0,2018-12-11T10:12:44Z,Moti_P11
26,27,49,0,0,0,0,5,31,2018-12-11T11:29:56Z,Moti_P11
48,49,49,49,49,38,49,49,0,2018-12-11T12:46:48Z,Moti_P11
38,42,45,48,48,47,47,46,10,2019-01-09T05:37:49Z,Moti_P11
49,44,47,44,36,34,41,42,0,2019-01-09T10:03:29Z,Moti_P11
43,45,46,47,48,47,49,49,0,2019-01-09T12:40:26Z,Moti_P11
26,21,47,41,49,49,8,0,8,2019-01-10T07:03:05Z,Moti_P11
37,41,47,24,40,40,15,43,11,2019-01-10T11:04:29Z,Moti_P11
43,49,49,40,42,41,33,42,0,2019-01-11T06:01:37Z,Moti_P11
46,48,48,49,49,49,49,44,0,2019-01-11T11:27:17Z,Moti_P11
49,48,46,39,40,40,16,26,0,2019-01-11T12:57:10Z,Moti_P11
49,47,45,48,48,48,13,16,0,2019-01-14T05:34:20Z,Moti_P11
38,45,48,27,43,44,22,27,23,2019-01-14T07:05:52Z,Moti_P11
48,48,47,47,49,48,24,21,9,2019-01-14T11:13:51Z,Moti_P11
34,34,47,49,47,49,44,11,42,2019-01-14T13:35:11Z,Moti_P11
47,44,49,48,49,48,34,24,0,2019-01-15T05:57:56Z,Moti_P11
42,49,47,47,48,44,0,0,8,2019-01-15T07:29:40Z,Moti_P11
48,48,47,41,49,49,13,49,0,2019-01-15T11:43:12Z,Moti_P11
48,48,47,49,48,49,46,44,39,2019-01-16T08:24:16Z,Moti_P11
44,36,48,48,49,48,47,49,0,2019-01-17T07:59:52Z,Moti_P11
43,48,48,47,48,47,47,48,0,2019-01-17T08:41:37Z,Moti_P11
41,37,48,48,48,48,48,48,0,2019-01-17T10:05:41Z,Moti_P11
48,44,48,48,48,44,40,34,29,2019-01-17T11:30:28Z,Moti_P11
42,48,49,43,43,44,23,10,24,2019-01-18T11:32:11Z,Moti_P11
49,49,47,47,48,48,0,29,0,2019-01-18T12:47:35Z,Moti_P11
44,47,47,44,44,21,0,18,0,2019-01-22T12:45:42Z,Moti_P11
41,45,49,46,49,49,0,11,0,2019-01-23T11:10:40Z,Moti_P11
49,48,43,48,47,48,32,34,0,2019-01-24T06:27:47Z,Moti_P11
44,48,48,49,48,48,42,0,18,2019-01-25T08:43:20Z,Moti_P11
48,48,49,40,43,43,23,23,0,2019-01-25T11:26:13Z,Moti_P11
37,48,49,29,42,28,27,26,26,2019-01-25T12:31:57Z,Moti_P11
49,48,48,43,40,44,41,47,0,2019-01-28T06:37:21Z,Moti_P11
42,49,48,33,36,37,23,25,22,2019-01-28T07:09:53Z,Moti_P11
47,48,48,37,40,43,23,24,0,2019-01-28T09:40:28Z,Moti_P11
40,48,49,42,48,41,0,0,8,2019-01-28T13:46:21Z,Moti_P11
49,49,49,49,49,48,44,22,0,2019-01-29T06:09:58Z,Moti_P11
48,48,48,47,48,48,26,25,0,2019-01-29T07:11:23Z,Moti_P11
49,49,48,49,48,49,36,17,0,2019-01-29T09:53:56Z,Moti_P11
48,48,47,45,48,46,24,7,8,2019-01-30T06:29:51Z,Moti_P11
41,43,48,48,48,47,40,0,0,2019-01-30T10:52:59Z,Moti_P11
47,48,49,48,48,49,47,24,9,2019-01-31T06:37:55Z,Moti_P11
35,42,48,47,49,47,39,23,0,2019-01-31T08:15:03Z,Moti_P11
49,49,48,38,39,37,0,17,0,2019-01-31T09:55:35Z,Moti_P11
42,48,48,48,49,48,48,40,24,2019-02-01T06:25:23Z,Moti_P11
41,48,48,48,49,48,49,23,30,2019-02-01T08:16:29Z,Moti_P11
49,48,49,48,48,48,48,22,18,2019-02-01T11:18:10Z,Moti_P11
41,49,48,33,31,41,48,48,19,2019-02-04T08:50:21Z,Moti_P11
49,48,48,49,49,48,48,48,47,2019-02-04T12:56:58Z,Moti_P11
48,49,48,41,42,43,48,44,24,2019-02-05T08:53:33Z,Moti_P11
48,48,48,33,33,43,48,36,0,2019-02-05T09:41:51Z,Moti_P11
48,49,48,35,35,34,47,34,18,2019-02-06T06:56:43Z,Moti_P11
49,48,49,33,36,39,25,42,0,2019-02-06T07:38:27Z,Moti_P11
48,48,48,33,48,48,33,13,0,2019-02-06T10:41:51Z,Moti_P11
48,42,49,49,48,49,48,40,0,2019-02-06T11:26:04Z,Moti_P11
47,48,48,48,48,48,15,12,0,2019-02-06T12:58:41Z,Moti_P11
36,48,47,48,48,48,0,0,0,2019-02-07T05:44:50Z,Moti_P11
24,38,49,29,48,18,0,0,0,2019-02-07T12:58:02Z,Moti_P11
48,48,47,42,48,49,35,31,0,2019-02-08T05:24:14Z,Moti_P11
49,48,48,35,41,42,33,43,8,2019-02-08T10:08:21Z,Moti_P11
49,48,48,48,49,49,48,14,24,2019-02-08T11:46:36Z,Moti_P11
48,48,49,48,49,48,40,12,17,2019-02-08T13:15:05Z,Moti_P11
47,48,48,14,24,9,0,43,49,2019-02-11T10:48:35Z,Moti_P11
49,37,48,47,49,48,44,28,0,2019-02-11T12:55:10Z,Moti_P11
29,44,33,24,29,34,17,12,7,2018-11-16T06:19:12Z,Moti_P12
38,38,21,27,38,29,4,2,2,2018-11-16T07:54:21Z,Moti_P12
14,44,17,20,28,21,38,25,14,2018-11-16T09:06:17Z,Moti_P12
35,32,36,42,47,49,45,4,30,2018-11-16T11:17:35Z,Moti_P12
15,41,45,29,46,43,36,3,14,2018-11-16T13:22:55Z,Moti_P12
17,39,25,18,35,22,33,32,3,2018-11-19T05:41:23Z,Moti_P12
34,49,22,38,45,35,21,3,8,2018-11-19T07:34:59Z,Moti_P12
34,26,22,25,40,40,19,3,16,2018-11-19T09:38:07Z,Moti_P12
34,29,18,20,30,25,28,6,8,2018-11-19T10:12:35Z,Moti_P12
8,17,24,14,15,25,40,35,34,2018-11-19T12:49:46Z,Moti_P12
26,39,18,15,33,36,39,42,3,2018-11-20T05:47:01Z,Moti_P12
37,43,17,28,40,37,10,3,10,2018-11-20T08:06:20Z,Moti_P12
30,41,22,28,39,39,26,17,3,2018-11-20T10:25:42Z,Moti_P12
19,40,27,41,39,28,21,7,6,2018-11-20T10:50:38Z,Moti_P12
7,11,22,18,15,18,39,23,37,2018-11-20T11:33:37Z,Moti_P12
35,33,21,32,46,41,6,9,10,2018-11-20T13:16:28Z,Moti_P12
32,29,34,29,37,15,20,4,10,2018-11-21T05:44:56Z,Moti_P12
25,30,40,33,38,36,27,8,21,2018-11-21T06:57:53Z,Moti_P12
34,38,21,28,38,35,34,12,14,2018-11-21T09:40:42Z,Moti_P12
27,28,28,37,40,30,27,4,14,2018-11-21T11:33:05Z,Moti_P12
36,42,24,32,41,35,19,5,11,2018-11-21T12:13:50Z,Moti_P12
36,44,17,34,41,34,19,7,3,2018-11-21T12:44:32Z,Moti_P12
38,31,33,32,42,36,39,8,8,2018-11-22T05:46:11Z,Moti_P12
33,34,40,44,41,37,41,11,11,2018-11-22T08:14:36Z,Moti_P12
39,42,21,20,27,26,43,27,3,2018-11-22T09:35:18Z,Moti_P12
37,43,40,38,43,31,38,10,11,2018-11-22T11:16:59Z,Moti_P12
39,46,22,43,42,41,21,9,6,2018-11-22T11:59:53Z,Moti_P12
21,41,17,23,15,15,37,18,15,2018-11-22T12:47:27Z,Moti_P12
38,43,28,20,35,27,42,36,7,2018-11-23T05:29:35Z,Moti_P12
37,39,40,34,43,32,43,22,27,2018-11-23T08:46:59Z,Moti_P12
44,46,21,36,42,37,30,12,23,2018-11-23T10:43:56Z,Moti_P12
43,41,37,42,44,44,40,5,7,2018-11-23T12:05:41Z,Moti_P12
39,38,20,27,33,35,23,9,11,2018-11-23T12:06:32Z,Moti_P12
44,44,20,38,23,23,30,48,18,2018-11-23T12:58:43Z,Moti_P12
44,29,8,34,41,39,35,29,7,2018-11-26T06:48:47Z,Moti_P12
11,7,22,12,15,30,39,43,40,2018-11-26T07:55:32Z,Moti_P12
17,13,28,20,28,37,42,45,39,2018-11-26T08:13:29Z,Moti_P12
17,16,24,18,27,28,41,37,37,2018-11-26T08:33:57Z,Moti_P12
28,46,26,38,45,34,27,6,16,2018-11-26T08:47:46Z,Moti_P12
43,49,30,46,46,49,33,1,6,2018-11-26T13:43:08Z,Moti_P12
34,38,27,16,35,41,46,43,6,2018-11-27T05:45:24Z,Moti_P12
33,31,45,42,46,44,38,5,16,2018-11-27T07:03:06Z,Moti_P12
2,5,6,1,2,11,45,48,46,2018-11-27T08:03:07Z,Moti_P12
23,20,30,24,41,24,41,43,37,2018-11-27T10:46:39Z,Moti_P12
19,22,43,20,38,21,32,40,40,2018-11-27T11:00:03Z,Moti_P12
33,19,29,21,44,48,31,12,27,2018-11-27T11:58:04Z,Moti_P12
25,20,26,16,43,34,38,42,38,2018-11-27T12:37:49Z,Moti_P12
36,41,20,25,43,37,41,32,6,2018-11-28T05:44:42Z,Moti_P12
44,26,34,46,49,45,43,2,30,2018-11-28T09:21:40Z,Moti_P12
27,30,38,14,49,37,49,41,40,2018-11-28T09:36:47Z,Moti_P12
37,44,39,49,47,48,42,6,33,2018-11-28T13:56:04Z,Moti_P12
32,44,21,13,43,38,39,40,7,2018-11-29T05:43:55Z,Moti_P12
30,40,26,35,46,25,40,12,26,2018-11-29T11:01:14Z,Moti_P12
43,33,38,49,48,49,43,3,3,2018-11-29T12:58:14Z,Moti_P12
26,33,40,45,48,41,43,15,23,2018-11-30T05:43:41Z,Moti_P12
25,23,40,44,43,43,38,16,17,2018-11-30T08:40:50Z,Moti_P12
38,33,30,41,46,46,41,16,16,2018-11-30T11:08:29Z,Moti_P12
27,30,44,46,44,41,46,1,28,2018-11-30T13:05:24Z,Moti_P12
29,41,23,21,34,36,42,41,6,2018-12-03T05:30:19Z,Moti_P12
26,44,31,42,44,38,39,32,9,2018-12-03T08:17:45Z,Moti_P12
16,22,38,23,45,49,46,36,42,2018-12-03T11:16:19Z,Moti_P12
21,40,15,15,39,35,41,47,36,2018-12-04T05:57:41Z,Moti_P12
36,33,38,28,47,40,46,5,25,2018-12-04T06:54:58Z,Moti_P12
34,45,14,37,49,48,38,7,34,2018-12-04T08:51:13Z,Moti_P12
17,47,31,31,45,38,44,43,38,2018-12-04T13:04:34Z,Moti_P12
26,42,22,29,42,45,46,41,38,2018-12-05T12:46:49Z,Moti_P12
38,30,15,20,38,37,45,41,40,2018-12-07T06:04:18Z,Moti_P12
29,32,38,33,44,44,45,11,27,2018-12-07T08:10:05Z,Moti_P12
30,45,24,35,43,31,48,42,33,2018-12-07T12:04:13Z,Moti_P12
41,42,23,26,42,39,45,37,41,2018-12-10T05:49:55Z,Moti_P12
39,37,20,14,30,48,44,48,3,2018-12-10T07:34:48Z,Moti_P12
20,41,33,36,43,22,43,23,41,2018-12-10T09:45:24Z,Moti_P12
8,27,32,3,16,12,47,46,44,2018-12-10T11:28:33Z,Moti_P12
38,40,20,27,46,45,43,35,33,2018-12-10T13:49:56Z,Moti_P12
40,36,25,47,46,42,43,7,34,2018-12-11T06:20:30Z,Moti_P12
39,46,33,46,45,45,42,1,2,2018-12-11T07:49:16Z,Moti_P12
42,46,31,45,44,45,43,1,1,2018-12-11T12:55:59Z,Moti_P12
18,36,14,32,47,41,44,3,32,2018-12-12T05:11:50Z,Moti_P12
31,25,49,43,47,47,45,0,20,2018-12-12T10:43:27Z,Moti_P12
25,45,6,15,44,26,47,35,34,2018-12-14T06:17:32Z,Moti_P12
34,38,34,41,42,44,45,3,39,2018-12-14T08:32:59Z,Moti_P12
32,42,4,20,30,37,43,41,39,2018-12-14T09:43:30Z,Moti_P12
26,41,1,21,32,19,42,40,38,2018-12-14T11:24:08Z,Moti_P12
11,42,7,9,10,9,44,43,40,2018-12-14T12:55:12Z,Moti_P12
39,45,13,26,40,43,31,16,11,2018-12-17T08:24:34Z,Moti_P12
37,43,3,8,11,42,46,42,6,2018-12-17T10:07:14Z,Moti_P12
43,41,9,25,22,23,24,41,3,2018-12-17T11:14:19Z,Moti_P12
30,19,4,10,12,14,42,39,4,2018-12-17T13:42:02Z,Moti_P12
28,41,5,13,20,14,37,41,5,2018-12-18T05:48:06Z,Moti_P12
12,40,6,5,8,12,43,42,41,2018-12-18T07:27:39Z,Moti_P12
36,17,27,38,44,44,43,35,42,2018-12-18T10:05:12Z,Moti_P12
13,14,5,10,37,23,42,41,40,2018-12-18T13:19:10Z,Moti_P12
34,42,31,39,44,42,45,8,39,2018-12-19T06:28:01Z,Moti_P12
12,15,41,15,45,17,44,46,45,2018-12-19T13:27:33Z,Moti_P12
32,31,6,7,15,21,45,45,3,2018-12-20T05:37:44Z,Moti_P12
36,34,4,7,7,7,46,48,2,2018-12-27T05:33:35Z,Moti_P12
24,38,4,7,9,8,45,40,43,2018-12-27T07:53:09Z,Moti_P12
16,43,6,11,8,10,44,45,43,2018-12-27T08:12:44Z,Moti_P12
25,42,5,33,35,25,39,43,33,2018-12-27T11:18:20Z,Moti_P12
35,36,7,38,31,21,40,33,14,2018-12-27T13:22:41Z,Moti_P12
35,41,2,8,15,17,46,40,4,2018-12-28T05:54:14Z,Moti_P12
37,36,3,31,33,17,43,45,14,2018-12-28T08:18:03Z,Moti_P12
27,41,2,16,33,21,44,45,19,2018-12-28T09:44:46Z,Moti_P12
33,42,6,20,32,19,46,41,19,2018-12-28T11:27:00Z,Moti_P12
39,41,5,5,15,9,45,46,4,2018-12-28T12:44:39Z,Moti_P12
35,43,38,31,27,38,44,9,6,2018-12-31T06:09:50Z,Moti_P12
40,40,23,11,37,9,43,20,29,2018-12-31T06:51:11Z,Moti_P12
1,7,8,1,1,2,49,46,4,2018-12-31T10:41:28Z,Moti_P12
34,42,4,8,10,10,43,47,3,2018-12-31T12:18:05Z,Moti_P12
44,37,34,42,44,42,42,6,21,2018-12-31T12:47:32Z,Moti_P12
35,40,3,7,15,9,45,47,3,2019-01-02T05:35:22Z,Moti_P12
44,32,33,46,47,42,45,3,5,2019-01-03T10:48:33Z,Moti_P12
28,37,9,14,14,14,47,46,3,2019-01-04T05:39:31Z,Moti_P12
40,21,31,48,47,47,30,4,26,2019-01-04T08:47:22Z,Moti_P12
42,39,40,19,35,37,19,14,16,2019-01-04T10:38:57Z,Moti_P12
43,47,41,35,47,44,22,7,13,2019-01-04T13:14:08Z,Moti_P12
34,31,5,35,17,13,41,17,12,2019-01-07T06:38:44Z,Moti_P12
26,34,14,16,23,20,43,42,36,2019-01-07T08:36:50Z,Moti_P12
37,42,8,26,38,34,32,16,26,2019-01-07T12:20:25Z,Moti_P12
23,35,8,14,37,27,39,45,38,2019-01-07T13:01:02Z,Moti_P12
31,38,8,8,17,9,46,43,11,2019-01-08T05:34:34Z,Moti_P12
29,38,5,16,18,13,43,36,8,2019-01-09T05:32:13Z,Moti_P12
20,45,7,24,34,28,11,38,33,2019-01-09T08:17:56Z,Moti_P12
33,44,6,21,31,21,40,42,36,2019-01-09T13:03:36Z,Moti_P12
39,45,7,31,42,27,30,27,8,2019-01-10T06:23:12Z,Moti_P12
22,43,4,11,29,15,45,44,41,2019-01-10T07:50:24Z,Moti_P12
34,29,7,11,19,21,46,43,4,2019-01-10T09:46:58Z,Moti_P12
19,45,7,13,28,18,43,42,7,2019-01-10T11:43:35Z,Moti_P12
18,39,4,7,22,18,49,43,42,2019-01-10T13:32:28Z,Moti_P12
41,32,24,42,41,41,41,8,12,2019-01-11T06:18:50Z,Moti_P12
36,44,28,41,39,37,44,8,25,2019-01-11T06:50:13Z,Moti_P12
16,13,47,10,45,44,45,48,34,2019-01-11T08:22:52Z,Moti_P12
20,29,12,18,30,19,47,42,9,2019-01-11T10:51:46Z,Moti_P12
43,25,32,48,49,48,37,4,19,2019-01-11T13:12:24Z,Moti_P12
6,37,30,4,4,5,29,45,43,2019-01-14T06:07:02Z,Moti_P12
39,16,45,24,41,45,44,9,12,2019-01-14T08:24:17Z,Moti_P12
7,2,2,4,16,4,44,47,46,2019-01-14T09:43:18Z,Moti_P12
25,32,8,10,23,14,43,47,6,2019-01-15T05:30:39Z,Moti_P12
21,23,34,32,45,32,44,6,9,2019-01-15T10:24:12Z,Moti_P12
18,44,4,19,38,29,44,8,42,2019-01-15T11:47:45Z,Moti_P12
17,31,31,6,31,25,48,46,3,2019-01-15T13:35:05Z,Moti_P12
23,23,25,12,25,36,45,43,10,2019-01-16T06:54:16Z,Moti_P12
16,35,29,20,32,28,48,46,6,2019-01-16T12:17:55Z,Moti_P12
27,37,7,7,19,17,43,33,7,2019-01-17T06:23:06Z,Moti_P12
20,42,4,15,21,15,45,45,43,2019-01-17T07:15:40Z,Moti_P12
16,39,21,16,32,29,39,46,40,2019-01-17T11:08:42Z,Moti_P12
22,47,15,15,15,18,45,45,42,2019-01-18T07:55:01Z,Moti_P12
23,19,28,17,44,32,45,7,25,2019-01-24T07:49:37Z,Moti_P12
41,41,4,44,39,28,31,12,3,2019-01-24T13:41:21Z,Moti_P12
25,41,6,14,19,13,46,43,5,2019-01-25T05:36:57Z,Moti_P12
22,49,29,27,36,24,45,45,45,2019-01-25T11:19:57Z,Moti_P12
20,46,26,19,43,22,45,44,43,2019-01-28T08:08:32Z,Moti_P12
1,1,1,4,1,1,44,48,43,2019-01-28T13:51:33Z,Moti_P12
18,39,5,14,31,13,43,43,6,2019-01-29T05:50:03Z,Moti_P12
33,25,5,29,49,26,44,15,38,2019-01-29T07:44:52Z,Moti_P12
11,28,39,15,20,10,45,44,42,2019-01-29T13:40:17Z,Moti_P12
15,24,23,17,44,16,45,46,47,2019-01-30T06:21:55Z,Moti_P12
28,30,12,26,19,39,45,36,7,2019-01-30T07:45:34Z,Moti_P12
26,34,4,32,37,29,23,18,10,2019-01-30T08:56:51Z,Moti_P12
17,27,4,10,29,19,29,28,9,2019-01-31T06:46:23Z,Moti_P12
39,42,38,25,45,42,46,8,26,2019-01-31T10:17:27Z,Moti_P12
11,11,38,30,43,26,43,42,15,2019-01-31T11:07:18Z,Moti_P12
37,18,37,21,30,28,42,40,24,2019-01-31T13:22:53Z,Moti_P12
41,19,4,40,43,37,37,8,8,2019-02-01T11:28:05Z,Moti_P12
13,36,6,9,17,12,45,39,3,2019-02-04T05:30:11Z,Moti_P12
14,13,36,16,37,24,44,42,42,2019-02-04T07:09:16Z,Moti_P12
43,33,26,28,43,43,43,6,32,2019-02-04T12:20:17Z,Moti_P12
41,38,34,48,49,47,3,3,6,2019-02-04T13:30:21Z,Moti_P12
29,43,3,12,30,31,44,45,6,2019-02-05T05:44:53Z,Moti_P12
13,27,23,9,26,27,44,45,44,2019-02-05T08:24:44Z,Moti_P12
11,45,3,26,30,21,43,44,43,2019-02-05T13:34:42Z,Moti_P12
26,39,4,13,20,16,45,38,5,2019-02-06T05:45:45Z,Moti_P12
47,33,47,45,49,49,9,2,30,2019-02-06T07:54:05Z,Moti_P12
29,47,4,18,24,22,19,40,4,2019-02-06T10:09:23Z,Moti_P12
41,47,30,23,26,27,43,6,45,2019-02-06T13:45:46Z,Moti_P12
1,12,1,2,1,1,49,49,47,2019-02-07T09:25:59Z,Moti_P12
45,45,8,19,37,30,42,5,23,2019-02-08T06:53:28Z,Moti_P12
19,18,48,25,34,34,43,3,43,2019-02-08T08:48:42Z,Moti_P12
7,15,42,15,23,11,43,46,44,2019-02-08T10:35:02Z,Moti_P12
26,38,5,10,20,5,32,45,2,2019-02-08T13:02:14Z,Moti_P12
46,34,12,36,45,47,16,4,7,2019-01-11T06:06:05Z,Moti_P13
35,34,49,29,49,39,14,6,16,2019-01-11T07:45:22Z,Moti_P13
42,27,40,20,43,43,13,25,7,2019-01-11T09:58:50Z,Moti_P13
26,9,0,0,17,33,33,35,14,2019-01-11T12:26:34Z,Moti_P13
44,7,25,14,36,37,28,47,9,2019-01-14T07:40:38Z,Moti_P13
41,26,27,26,37,49,38,38,8,2019-01-14T09:11:50Z,Moti_P13
15,25,19,28,28,45,21,6,19,2019-01-15T07:55:24Z,Moti_P13
31,17,6,12,30,33,37,35,25,2019-01-15T08:19:48Z,Moti_P13
24,14,31,9,31,31,35,35,21,2019-01-15T08:36:50Z,Moti_P13
41,42,39,30,49,49,39,29,0,2019-01-16T08:26:10Z,Moti_P13
11,23,38,25,30,38,49,30,7,2019-01-17T09:49:43Z,Moti_P13
26,29,49,36,40,41,49,13,28,2019-01-17T12:13:22Z,Moti_P13
38,39,40,29,44,41,39,16,9,2019-01-17T13:44:01Z,Moti_P13
41,24,49,22,37,35,49,31,16,2019-01-18T09:26:08Z,Moti_P13
32,22,33,14,38,40,45,40,7,2019-01-18T09:44:34Z,Moti_P13
49,33,49,37,37,49,49,9,8,2019-01-18T13:31:36Z,Moti_P13
43,41,39,43,41,39,41,0,0,2019-01-21T07:49:32Z,Moti_P13
39,14,27,30,49,49,49,49,12,2019-01-21T08:20:53Z,Moti_P13
39,27,24,28,39,49,49,49,7,2019-01-21T10:23:30Z,Moti_P13
41,17,23,25,35,29,14,6,18,2019-01-21T12:06:39Z,Moti_P13
32,20,31,20,37,33,49,49,11,2019-01-22T06:39:57Z,Moti_P13
49,38,49,36,49,44,49,20,14,2019-01-22T14:48:25Z,Moti_P13
25,33,15,18,38,37,49,32,23,2019-01-23T06:51:12Z,Moti_P13
41,34,40,41,48,45,42,9,5,2019-01-23T10:04:20Z,Moti_P13
33,27,26,24,37,30,41,25,28,2019-01-23T11:51:14Z,Moti_P13
49,40,39,49,49,49,39,3,22,2019-01-24T08:17:31Z,Moti_P13
39,33,44,29,47,45,49,14,18,2019-01-24T10:21:04Z,Moti_P13
26,31,40,26,38,40,33,28,23,2019-01-25T07:40:29Z,Moti_P13
44,43,33,23,36,37,39,6,45,2019-01-25T12:17:16Z,Moti_P13
49,39,41,40,49,45,49,4,17,2019-01-28T08:28:23Z,Moti_P13
42,25,49,46,49,41,11,0,0,2019-01-30T12:23:28Z,Moti_P13
36,26,37,9,32,30,37,26,28,2019-02-04T07:19:16Z,Moti_P13
26,19,33,23,49,49,44,16,0,2019-02-04T11:27:03Z,Moti_P13
34,25,38,39,49,49,49,19,6,2019-03-20T07:24:23Z,Moti_P13
42,31,42,44,27,30,22,7,21,2019-03-21T06:50:17Z,Moti_P13
26,25,34,0,18,31,35,26,11,2019-03-21T12:09:29Z,Moti_P13
25,25,33,5,7,29,49,14,49,2019-03-22T07:27:27Z,Moti_P13
29,11,34,26,45,39,41,37,24,2019-03-28T06:41:15Z,Moti_P13
30,34,38,34,49,28,37,0,3,2019-04-01T06:50:53Z,Moti_P13
30,33,36,21,35,33,33,30,27,2019-04-01T11:05:45Z,Moti_P13
31,24,34,32,40,35,16,49,6,2019-04-08T05:32:06Z,Moti_P13
28,26,31,7,23,6,40,31,26,2019-04-08T12:52:30Z,Moti_P13
20,14,44,8,7,4,37,38,33,2019-04-09T05:37:32Z,Moti_P13
21,25,49,24,10,0,6,0,0,2019-04-10T08:20:13Z,Moti_P13
28,24,33,15,30,35,9,24,8,2019-04-12T07:36:06Z,Moti_P13
11,20,13,17,26,21,25,6,25,2019-04-16T06:53:35Z,Moti_P13
47,38,30,48,42,47,39,24,11,2018-10-02T04:45:17Z,Moti_P14
17,34,24,37,41,39,11,0,24,2018-10-02T07:30:35Z,Moti_P14
49,49,38,31,46,49,15,4,0,2018-10-02T07:33:51Z,Moti_P14
24,43,34,11,9,10,46,34,47,2018-10-02T07:51:22Z,Moti_P14
24,26,23,8,8,13,48,24,46,2018-10-02T08:42:11Z,Moti_P14
1,26,32,7,12,15,18,39,39,2018-10-03T04:09:16Z,Moti_P14
0,27,35,16,10,11,15,38,48,2018-10-03T04:23:54Z,Moti_P14
